CRN,Course #,Sc,Title,Attribute,Units,CAP,Enr,Instructor,Days,Times,Room,Comments/Prereq.,Perm Only
30777,PHYS 303,1,RESEARCH APPRENTICESHIP,,Var,10,1,Alexander Petroff,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30302,PHYS 303,2,RESEARCH APPRENTICESHIP,,Var,10,0,Charles Agosta,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30321,PHYS 303,3,RESEARCH APPRENTICESHIP,,Var,10,0,Michael Boyer,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30322,PHYS 303,4,RESEARCH APPRENTICESHIP,,Var,10,0,Arshad Kudrolli,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30865,PHYS 303,5,RESEARCH APPRENTICESHIP,,Var,10,1,Barbara Capogrosso Sansone,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30856,PHYS 317,2,RESEARCH,,Var,10,1,Charles Agosta,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30857,PHYS 317,3,RESEARCH,,Var,10,3,Michael Boyer,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30858,PHYS 317,4,RESEARCH,,Var,10,0,Barbara Capogrosso Sansone,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30859,PHYS 317,5,RESEARCH,,Var,10,2,Arshad Kudrolli,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30860,PHYS 317,6,RESEARCH,,Var,10,0,Ranjan Mukhopadhyay,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30861,PHYS 317,7,RESEARCH,,Var,10,0,Alexander Petroff,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
33723,PHYS 327,1,ADV COMPUTER SIMULATION LAB,,1.00,20,7,Arshad Kudrolli,"TF

TF","01:25 PM - 02:40 PM

02:41 PM - 03:25 PM","BP224

BP224",,N
31079,PHYS 343,1,TECHNOLOGY OF RENEWABLE ENERGY,,1.00,15,7,Charles Agosta,MR,01:25 PM - 04:05 PM,BP217,,N
30789,PHYS 351,1,STATISTICAL PHYSICS,,1.00,20,8,Alexander Petroff,TF,01:25 PM - 02:40 PM,S121,P=PHYS 327,Y
30072,PHYS 390,1,COLLOQUIUM,,0.00,20,9,Michael Boyer,W,04:15 PM - 05:30 PM,S121,GRADED PASS/FAIL,N
32861,PHYS 394,1,DISSERTATION WRITING,,Var,5,0,Alexander Petroff,-,-,-,MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,Y
30470,PHYS 399,0,DIRECTED STUDY,,Var,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30124,PSCI 050,1,INTRO TO AMERICAN GOVERNMENT,,1.00,35,34,Cyril Ghosh,TR,04:15 PM - 05:30 PM,JF218,15 SEATS RESERVED FOR FIRST YEAR STUDENTS,N
30524,PSCI 069,1,INTRO INTERNATIONAL RELATIONS,,1.00,20,16,Kristen Williams,TF,01:25 PM - 02:40 PM,JF222,5 SEATS RESERVED FOR FIRST YEAR STUDENTS,N
32790,PSCI 070,2,INTRO TO COMPARATIVE POLITICS,GP,1.00,35,24,Ora Szekely,MW,04:15 PM - 05:30 PM,JF218,,N
33837,PSCI 103,1,AFRICA & THE WORLD,HP,1.00,25,25,Oheneba Boateng,MW,12:00 PM - 01:15 PM,JC206,,N
30125,PSCI 107,1,RESEARCH METHODS,FA,1.00,25,17,Romulus Maier,TR,06:00 PM - 07:15 PM,JF222,"PSCI MAJORS ONLY; SOPH, JRS & SRS ONLY OR BY PERM",N
31051,PSCI 117,1,REVOLUTN & POLITICAL VIOLENCE,GP,1.00,25,25,Valerie Sperling,TR,10:25 AM - 11:40 AM,ASEC303,,N
33040,PSCI 147,1,WORLD ORDER & GLOBALIZATION,GP,1.00,25,12,Edward Cohen,MW,04:15 PM - 05:30 PM,JF133,,N
31053,PSCI 157,1,U.S. ENVIRONMENTAL POLITICS,,1.00,25,10,Edward Cohen,MW,06:00 PM - 07:15 PM,JF133,,N
33838,PSCI 177,1,TRANSITIONS TO DEMOCRACY,,1.00,25,16,Sebastian Royo,TF,12:00 PM - 01:15 PM,S210,,N
33044,PSCI 178,1,GENDER AND POLITICAL THEORY,DI,1.00,25,25,Danielle Hanley,MR,01:25 PM - 02:40 PM,JC204,,N
33839,PSCI 180,1,INTERNATIONAL ORGANIZATIONS,,1.00,25,12,Oheneba Boateng,MW,06:00 PM - 07:15 PM,JC204,,N
33143,PSCI 213,1,POLICY ANALYSIS,,1.00,20,8,Edward Cohen,MR,01:25 PM - 02:40 PM,ASEC303,,N
33840,PSCI 242,1,ST:GLOBAL INEQUALITY & POVERTY,,1.00,25,10,Sebastian Royo,T,02:50 PM - 05:50 PM,JC001,,N
33841,PSCI 250,1,U.S. NATIONAL SECURITY,,1.00,20,22,Kristen Williams,TR,10:25 AM - 11:40 AM,JF222,,N
34051,PSCI 268,1,PEACE & WAR,,1.00,20,21,Michael Butler,F,01:25 PM - 04:25 PM,JC118,,N
33842,PSCI 272,1,US CON LAW: CIVIL LIB & RIGHTS,DI,1.00,25,26,Cyril Ghosh,TR,06:00 PM - 07:15 PM,JF218,"SOPHS, JRS, & SRS ONLY",N
33843,PSCI 281,1,CIVIL WARS IN COMP PERSPECTIVE,,1.00,12,13,Ora Szekely,R,02:50 PM - 05:50 PM,JC120,P=PSCI 069 OR 070; JRS & SRS ONLY; CAPSTONE,N
34055,PSCI 292,1,FIXING AMERICAN DEMOCRACY,,1.00,12,13,Robert Boatright,M,02:50 PM - 05:50 PM,JF202,P=PSCI 050; JRS & SRS ONLY,N
33510,PSCI 294,1,PEER LEARNING ASSISTANT,,1.00,10,0,Valerie Sperling,-,-,-,,Y
34102,PSCI 294,6,PEER LEARNING ASSISTANT,,1.00,5,0,Kristen Williams,-,-,-,,Y
34129,PSCI 294,7,PEER LEARNING ASSISTANT,,1.00,5,1,Danielle Hanley,-,-,-,,Y
34130,PSCI 294,8,PEER LEARNING ASSISTANT,,1.00,5,1,Romulus Maier,-,-,-,,Y
30568,PSCI 297,1,HONORS,,1.00,5,1,Michael Butler,-,-,-,,Y
30583,PSCI 297,2,HONORS,,1.00,5,0,Valerie Sperling,-,-,-,,Y
30584,PSCI 297,3,HONORS,,1.00,5,0,Paul Posner,-,-,-,,Y
30659,PSCI 297,6,HONORS,,1.00,5,1,Ora Szekely,-,-,-,,Y
30842,PSCI 297,7,HONORS,,1.00,5,1,Kristen Williams,-,-,-,,Y
31591,PSCI 297,8,HONORS,,1.00,5,0,Suzanne Scoggins,-,-,-,,Y
32689,PSCI 297,9,HONORS,,1.00,5,0,Robert Boatright,-,-,-,,Y
32279,PSCI 297,10,HONORS,,1.00,5,1,Heather Silber Mohamed,-,-,-,,Y
30308,PSCI 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30463,PSCI 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
30185,PSYC 101,1,GENERAL PSYCHOLOGY,,1.00,60,35,Michael Addis,MW,12:00 PM - 01:15 PM,JC001,MUST REG FOR DISC,N
30186,PSYC 101,901,DISC: GENERAL PSYCHOLOGY,,0.00,40,29,Michael Addis,F,12:00 PM - 01:15 PM,JC217,,N
30187,PSYC 101,902,DISC: GENERAL PSYCHOLOGY,,0.00,20,6,Michael Addis,F,01:25 PM - 02:40 PM,JC217,,N
30189,PSYC 105,1,STATISTICS,FA,1.00,75,75,Jessica Glazier,MW,04:15 PM - 05:30 PM,JF320,P=PSYC 101 & MATH PLACEMENT; MUST REG FOR LAB,N
30190,PSYC 105,901,LAB: STATISTICS,FA,0.00,25,25,Jessica Glazier,T,10:25 AM - 11:40 AM,JC103,,N
30191,PSYC 105,902,LAB: STATISTICS,FA,0.00,25,27,Jessica Glazier,T,12:00 PM - 01:15 PM,JC103,,N
30192,PSYC 105,903,LAB: STATISTICS,FA,0.00,25,23,Jessica Glazier,W,12:00 PM - 01:15 PM,JC103,,N
30193,PSYC 108,1,EXPERIMENTAL METHODS,,1.00,75,62,Michael Miller,MR,01:25 PM - 02:40 PM,JF320,P=PSYC 105; MUST REG FOR LAB,N
30194,PSYC 108,901,LAB: EXPERIMENTAL METHODS,,0.00,25,20,Michael Miller,T,09:00 AM - 10:15 AM,JC103,,N
30195,PSYC 108,902,LAB: EXPERIMENTAL METHODS,,0.00,25,24,Michael Miller,T,02:50 PM - 04:05 PM,JC103,,N
30196,PSYC 108,903,LAB: EXPERIMENTAL METHODS,,0.00,25,18,Michael Miller,T,01:25 PM - 02:40 PM,JC103,,N
30198,PSYC 109,1,QUALITATIVE METHODS,,1.00,60,46,Michael Bamberg,TR,09:00 AM - 10:15 AM,JC001,P=PSYC 101; MUST REG FOR DISC,N
30199,PSYC 109,901,DISC: QUALITATIVE METHODS,,0.00,20,17,Michael Bamberg,W,06:00 PM - 06:50 PM,JC104,,N
30201,PSYC 109,902,DISC: QUALITATIVE METHODS,,0.00,20,18,Michael Bamberg,W,04:00 PM - 04:50 PM,JC104,,N
30202,PSYC 109,903,DISC: QUALITATIVE METHODS,,0.00,20,11,Michael Bamberg,W,05:00 PM - 05:50 PM,JC104,,N
31850,PSYC 130,1,PSYCHOLOGY OF LEARNING,,1.00,40,40,Nancy Budwig,TR,10:25 AM - 11:40 AM,JC104,P=PSYC 101; MUST REG FOR DISC,Y
31851,PSYC 130,901,DISC: PSYCHOLOGY OF LEARNING,,0.00,20,20,Nancy Budwig,F,12:00 PM - 12:50 PM,G104,,N
31852,PSYC 130,902,DISC: PSYCHOLOGY OF LEARNING,,0.00,20,20,Nancy Budwig,F,01:25 PM - 02:15 PM,BP326,,N
31854,PSYC 138,1,HEALTH PSYCHOLOGY,,1.00,40,35,Nicole Overstreet,MW,12:00 PM - 01:15 PM,JC215,P=PSYC 101; 1ST YR & SOPH ONLY; MUST REG FOR DISC,N
31855,PSYC 138,901,DISC: HEALTH PSYCHOLOGY,,0.00,20,15,Nicole Overstreet,T,09:00 AM - 09:50 AM,ES414,,N
31856,PSYC 138,902,DISC: HEALTH PSYCHOLOGY,,0.00,20,19,Nicole Overstreet,T,12:00 PM - 12:50 PM,BP220,,N
33189,PSYC 150,1,DEVELOPMENTAL PSYCHOLOGY,,1.00,40,41,Samantha Francois,TR,09:00 AM - 10:15 AM,JC102,P=PSYC 101; MUST REG FOR DISC,N
33190,PSYC 150,901,DISC: DEVELOPMENTAL PSYC,,0.00,20,20,Samantha Francois,F,12:00 PM - 12:50 PM,S311,,N
33191,PSYC 150,902,DISC: DEVELOPMENTAL PSYCH,,0.00,20,21,Samantha Francois,F,01:25 PM - 02:15 PM,JC204,,N
33940,PSYC 156,1,CULTURAL PSYCHOLOGY,,1.00,40,30,Jose Rosario,TF,12:00 PM - 01:15 PM,JC120,P=PSYC 101; MUST REG FOR DISC,N
33941,PSYC 156,901,DISC: CULTURAL PSYCHOLOGY,,0.00,20,11,Jose Rosario,T,02:50 PM - 04:05 PM,JC204,,N
33942,PSYC 156,902,DISC: CULTURAL PSYCHOLOGY,,0.00,20,19,Jose Rosario,T,01:25 PM - 02:40 PM,JC204,,N
32541,PSYC 170,1,INTRO TO SOCIAL PSYCHOLOGY,,1.00,40,15,Nicole Overstreet,MR,01:25 PM - 02:40 PM,JC120,P=PSYC 101; MUST REG FOR DISC,N
34041,PSYC 170,901,DISC: INTRO SOCIAL PSYCHOLOGY,,0.00,20,9,Nicole Overstreet,W,04:00 PM - 04:50 PM,JC204,,N
34042,PSYC 170,902,DISC: INTRO SOCIAL PSYCHOLOGY,,0.00,20,6,Nicole Overstreet,W,05:00 PM - 05:50 PM,B124,,N
30204,PSYC 173,1,PSYCHOPATHOLOGY,,1.00,40,41,Esteban Cardemil,MW,12:00 PM - 01:15 PM,JC220,P=PSYC 101; MUST REG FOR DISC,N
30939,PSYC 173,901,DISC: PSYCHOPATHOLOGY,,0.00,20,21,Esteban Cardemil,F,01:25 PM - 02:15 PM,BP217,,N
30940,PSYC 173,902,DISC: PSYCHOPATHOLOGY,,0.00,20,20,Esteban Cardemil,F,03:00 PM - 03:50 PM,B124,,N
30602,PSYC 203,1,"RES STIGMA, INTERSEC, & HEALTH",,1.00,4,4,Nicole Overstreet,-,-,-,P=PSYC 108 AND PERM,Y
33203,PSYC 205,1,RSRCH CHILD DEV ACROSS CONTXTS,,1.00,5,1,Ana Kamille Marcelo,-,-,-,P=PSYC 150 OR 152 OR 153 & PERM,Y
33943,PSYC 207,1,LAB IN CULTURAL PSYCHOLOGY,,1.00,15,15,Justin Laplante,M,09:00 AM - 11:50 AM,JC343,P=PSYC 101 &109 PREM,N
33202,PSYC 210,1,RESEARCH IDEOLOGY & VIOLENCE,,Var,5,12,Andrew Stewart,-,-,-,P=PSYC 105 & 108 & PERM; MUST SELECT .5 OR 1 UNIT,Y
31857,PSYC 211,1,FNDMNT APPLD RSRCH THRU INTERN,,1.00,15,13,Kathleen Palm Reed,F,09:00 AM - 11:50 AM,JC343,P=ONE INTRO-LEVEL PSYC COURSE (PSYC 120-175) AND PERM,Y
30982,PSYC 213,1,RES ON COLL STU LEARNING & DEV,,1.00,2,3,Nancy Budwig,-,-,-,P=PSCY 108 & 109 & 150 OR 152 OR 153,Y
30818,PSYC 215,1,RSCH ON CHILD MENTAL HEALTH,,1.00,8,1,Amy Heberle,-,-,-,"P=PSYC 108, 109, & 150 OR 152 OR 153",Y
30819,PSYC 217,1,"RSCH LEARN, LANG, & COGNITION",,Var,15,16,Alena Esposito,-,-,-,P=PSYC 108 & 109; CHOOSE EITHER .5 OR 1 UNIT,Y
34043,PSYC 221,1,RESEARCH IN SOCIAL PSYCHOLOGY,,1.00,3,3,Jessica Glazier,-,-,-,P=PSYC 108 & 109 & PERM; PSYC 170 OR 171 RECOMMENDED,Y
30773,PSYC 224,1,RESEARCH ON IDENTITY DEVLPMNT,,1.00,2,0,Michael Bamberg,-,-,-,P=PSYC 109 & PERM,Y
34059,PSYC 225,1,RES COLLECTIVE VICTIM & OPP,,1.00,6,0,Johanna Vollhardt,-,-,-,P=PSYC 105 & 108 & 109,Y
30206,PSYC 227,1,RES ON ADDICTIVE BEHAVIORS,,1.00,7,0,Kathleen Palm Reed,-,-,-,"P=PSYC 101, 105, 108, 109, 173",Y
34060,PSYC 230,2,TP: RES ADOL DEV/EMERG ADULT,,1.00,3,3,Samantha Francois,-,-,-,P=PSYC 105 & 108 & 109 (PSYC 150 OR 152 OR 153 OR 156 HIGHLY RECOMMENDED,Y
30207,PSYC 231,1,COUPLES RESEARCH,,1.00,12,3,James Cordova,-,-,-,"P=PSYC 101, 105, 108 AND PERM",Y
33204,PSYC 232,1,RESEARCH IN COMMUNITY,,1.00,5,2,Esteban Cardemil,-,-,-,P= PSYC 101 & PERM,Y
30208,PSYC 235,1,RES DIVERSE FAM & SEXUALITIES,,1.00,10,7,Abbie Goldberg,M,03:00 PM - 04:00 PM,JC201,P=PSYC 101 AND PERM,Y
33193,PSYC 247,1,PSYCHOLOGY OF MUSIC,AP,1.00,15,15,Michael Addis,MR,01:25 PM - 02:40 PM,JC370,"P=PSYC 101; SOPH, JRS & SRS ONLY",N
32655,PSYC 251,1,SP TP:AFFECT/REASON/PERSUASION,,1.00,15,23,Michael Miller,F,09:00 AM - 11:50 AM,JC206,"P=PSYC 101; RECOMMENED FOR SOPH, JRS & SRS",N
33944,PSYC 255,1,PSYC TO MOBILIZE CLIMATE ACTIV,"POP

VP",1.00,15,14,Johanna Vollhardt,R,02:50 PM - 05:50 PM,JC370,P=PSYC 101 & 170 OR 171 OR PERM,N
33946,PSYC 257,1,TEACHING PSYC: WAY OF LEARNING,,1.00,15,12,Michael Bamberg,M,02:50 PM - 05:50 PM,JC370,P=PSYC 109,Y
33947,PSYC 278,1,AFTERMATH INTERGROUP VIOLENCE,,1.00,15,12,Johanna Vollhardt,W,09:00 AM - 11:50 AM,JC370,P=COMPLETION OF ALL PSYC 100-LEVEL RQRMTS & ONE 1ST SEMINAR (PSYC 236-259) OR PERM,N
33198,PSYC 281,1,UNDERSTD'G ADDRESS'G MNTL HLTH,DI,1.00,15,16,Esteban Cardemil,MR,01:25 PM - 02:40 PM,JC343,P=PSYC 173,N
30944,PSYC 291,1,PSYCHOLOGY OF MINDFULNESS,,1.00,15,14,James Cordova,M,09:00 AM - 11:50 AM,JC370,P=108 & 109 & ONE 1ST SEMINAR (236-259),N
30213,PSYC 292,1,CAPSTONE,,1.00,5,4,Esteban Cardemil,-,-,-,,Y
30214,PSYC 292,2,CAPSTONE,,1.00,5,0,James Cordova,-,-,-,,Y
30846,PSYC 292,3,CAPSTONE,,1.00,5,0,Alena Esposito,-,-,-,,Y
30216,PSYC 292,4,CAPSTONE,,1.00,5,0,Samantha Francois,-,-,-,,Y
31619,PSYC 292,5,CAPSTONE,,1.00,2,3,Amy Heberle,-,-,-,,Y
30218,PSYC 292,6,CAPSTONE,,1.00,5,0,Abbie Goldberg,-,-,-,,Y
30219,PSYC 292,7,CAPSTONE,,1.00,5,0,Michael Addis,-,-,-,,Y
30603,PSYC 292,8,CAPSTONE,,1.00,5,3,Nicole Overstreet,-,-,-,,Y
30604,PSYC 292,9,CAPSTONE,,1.00,5,1,Andrew Stewart,-,-,-,,Y
30220,PSYC 292,10,CAPSTONE,,1.00,5,0,Michael Bamberg,-,-,-,,Y
30654,PSYC 292,11,CAPSTONE,,1.00,5,1,Ana Kamille Marcelo,-,-,-,,Y
33674,PSYC 292,12,CAPSTONE,,1.00,5,0,Justin Laplante,-,-,-,,Y
30222,PSYC 292,14,CAPSTONE,,1.00,10,0,Kathleen Palm Reed,-,-,-,,Y
30223,PSYC 292,16,CAPSTONE,,1.00,5,0,Johanna Vollhardt,-,-,-,,Y
30217,PSYC 292,18,CAPSTONE,,1.00,2,0,Nancy Budwig,-,-,-,,Y
30816,PSYC 297,1,HONORS,,1.00,3,2,Ana Kamille Marcelo,-,-,-,,Y
30817,PSYC 297,2,HONORS,,1.00,3,0,Nancy Budwig,-,-,-,,Y
30127,PSYC 297,3,HONORS,,1.00,2,1,Abbie Goldberg,-,-,-,,Y
33370,PSYC 297,4,HONORS,,1.00,3,1,Andrew Stewart,-,-,-,,Y
30664,PSYC 297,5,HONORS,,1.00,3,0,James Cordova,-,-,-,,Y
30722,PSYC 297,6,HONORS,,1.00,5,5,Alena Esposito,-,-,-,,Y
30941,PSYC 297,7,HONORS,,1.00,3,0,Johanna Vollhardt,-,-,-,,Y
30723,PSYC 297,8,HONORS,,1.00,1,0,Kathleen Palm Reed,-,-,-,,Y
31302,PSYC 297,9,HONORS,,1.00,2,1,Michael Bamberg,-,-,-,,Y
33371,PSYC 297,10,HONORS,,1.00,3,0,Esteban Cardemil,-,-,-,,Y
30360,PSYC 298,0,INTERNSHIP,,1.00,0,0,,-,-,-,CONTACT CAREER SERVICES TO ARRANGE; GRADED PASS/FAIL,Y
30464,PSYC 299,0,DIRECTED STUDY,,1.00,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE,Y
31877,PSYC 300,1,DEVELOPMENTAL FORUM,,0.50,10,8,Alena Esposito,W,12:00 PM - 01:15 PM,JC370,GRADED PASS/FAIL,N
30209,PSYC 302,1,STATISTICAL METHODS,,1.00,12,5,Melissa McTernan,F,09:00 AM - 11:50 AM,JC201,GRADED PASS/FAIL,N
32548,PSYC 304,1,CHILD ASSESSMENT,,1.00,6,2,Amy Heberle,M,09:00 AM - 11:50 AM,JC358,GRADED PASS/FAIL,N
30210,PSYC 308,1,SOCIAL FORUM,,1.00,15,4,Andrew Stewart,R,10:30 AM - 12:00 PM,JC343,GRADED PASS/FAIL,N
30541,PSYC 317,1,RESEARCH,,Var,3,1,Michael Addis,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30543,PSYC 317,3,RESEARCH,,Var,5,3,Esteban Cardemil,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30544,PSYC 317,4,RESEARCH,,Var,5,1,James Cordova,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30943,PSYC 317,5,RESEARCH,,Var,5,4,Amy Heberle,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
31554,PSYC 317,6,RESEARCH,,Var,3,2,Nancy Budwig,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30545,PSYC 317,7,RESEARCH,,Var,4,3,Abbie Goldberg,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30546,PSYC 317,8,RESEARCH,,Var,3,2,Samantha Francois,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30547,PSYC 317,11,RESEARCH,,Var,3,0,Kathleen Palm Reed,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30548,PSYC 317,12,RESEARCH,,Var,3,1,Johanna Vollhardt,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30549,PSYC 317,14,RESEARCH,,Var,3,1,Michael Bamberg,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30550,PSYC 317,15,RESEARCH,,Var,3,2,Alena Esposito,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30551,PSYC 317,16,RESEARCH,,Var,10,2,Nicole Overstreet,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30552,PSYC 317,17,RESEARCH,,Var,3,1,Andrew Stewart,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
31349,PSYC 317,18,RESEARCH,,Var,5,3,Ana Kamille Marcelo,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
33949,PSYC 324,1,ADVANCED SOCIAL PSYCHOLOGY,,1.00,10,10,Jessica Glazier,R,02:50 PM - 05:50 PM,JC343,GRADED PASS/FAIL,N
30419,PSYC 338,2,PSYCHOTHERAPY PRACTICUM,,1.00,5,2,Kathleen Palm Reed,W,09:00 AM - 11:50 AM,JC358,P=PSYC 303; PASS/FAIL ONLY,N
30421,PSYC 340,1,CLINICAL MINI-PRACTICUM,,1.00,12,2,Amy Heberle,-,-,-,P=PSYC 338 OR 380; PASS/FAIL ONLY,N
30417,PSYC 342,1,COUPLES THERAPY PRACTICUM,,1.00,10,4,James Cordova,W,09:00 AM - 11:50 AM,JC330,P=PSYC 338 OR 380; PASS/FAIL ONLY,N
30420,PSYC 344,1,CLINICAL EXTERNSHIP,,1.00,10,3,Amy Heberle,-,-,-,P=PSYC 342 OR 374; PASS/FAIL,N
30431,PSYC 346,1,ADVANCED CLINICAL PRACTICUM,,1.00,10,2,Amy Heberle,-,-,-,P=PSYC 344 OR 382;GRADED PASS/FAIL ONLY,N
33950,PSYC 370,1,BIOL BASES OF BEHAVIOR,,1.00,10,7,Michael Miller,M,09:00 AM - 11:50 AM,JC201,GRADED PASS/FAIL,N
33948,PSYC 378,1,AFTERMATH INTERGROUP VIOLENCE,,1.00,15,12,Johanna Vollhardt,W,09:00 AM - 11:50 AM,JC370,GRADED PASS/FAIL,N
33951,PSYC 384,1,CULTURE & HUMAN DEVELOPMENT,,1.00,10,6,Samantha Francois,W,09:00 AM - 11:50 AM,JC343,GRADED PASS/FAIL,N
31875,PSYC 387,1,ETHICS & PROF ISS CLIN PSYC,,1.00,10,6,Abbie Goldberg,W,09:00 AM - 11:50 AM,JC201,GRADED PASS/FAIL,N
30211,PSYC 389,1,CLINICAL WORKSHOP,,1.00,20,10,Amy Heberle,-,-,-,GRADED PASS/FAIL,N
30945,PSYC 391,1,PSYCHOLOGY OF MINDFULNESS,,1.00,15,14,James Cordova,M,09:00 AM - 11:50 AM,JC370,GRADED PASS/FAIL,N
31017,PSYC 398,1,INTERNSHIP,,Var,5,2,Abbie Goldberg,-,-,-,GRADED PASS/FAIL; MUST CHOOSE NUMBER OF UNITS DURING REGISTRATION,N
30471,PSYC 399,0,DIRECTED STUDY,,Var,0,0,,-,-,-,CONTACT A FACULTY MEMBER TO ARRANGE; GRADED PASS/FAIL,Y
31625,QBUS 110,1,QUANT METHODS FOR MANAGERS,FA,1.00,30,31,Hong Zhou,TF,12:00 PM - 01:15 PM,CH120,MUST REG FOR DISC,N
32423,QBUS 110,2,QUANT METHODS FOR MANAGERS,FA,1.00,30,31,Hong Zhou,TF,01:25 PM - 02:40 PM,CH120,MUST REG FOR DISC,N
32731,QBUS 110,901,DISC: QUANT METHODS MANAGERS,FA,0.00,30,31,Hong Zhou,W,04:00 PM - 04:50 PM,JC101,,N
32732,QBUS 110,902,DISC: QUANT METHODS MANAGERS,FA,0.00,30,31,Hong Zhou,W,05:00 PM - 05:50 PM,JC101,,N
30110,SCRN 101,1,FOUNDATIONS OF SCREEN STUDIES,AP,1.00,30,15,Gohar Siddiqui,"MR

R","01:25 PM - 02:40 PM

04:15 PM - 06:45 PM","TC112

TCRH",,N
30111,SCRN 107,1,INTRO TO DIGITAL FILMMAKING,AP,1.00,16,9,Soren Sorensen,"TR

TR

TR","10:25 AM - 11:40 AM

10:25 AM - 11:40 AM

10:25 AM - 11:40 AM","MACD005

MACD018

MACD007",$125 LAB FEE; MCA & SCRN MAJORS ONLY,N
30328,SCRN 107,2,INTRO TO DIGITAL FILMMAKING,AP,1.00,16,16,Soren Sorensen,"TR

TR

TR","09:00 AM - 10:15 AM

09:00 AM - 10:15 AM

09:00 AM - 10:15 AM","MACD018

MACD005

MACD007",$125 LAB FEE,N
33972,SCRN 107,3,INTRO TO DIGITAL FILMMAKING,AP,1.00,16,15,Soren Sorensen,"R

R","02:50 PM - 05:50 PM

02:50 PM - 05:50 PM","MACD005

MACD018",$125 LAB FEE,N
33083,SCRN 123,1,FACTUAL FILM AND TELEVISION,AP,1.00,25,24,Erica Tortolani,"MW

R","06:00 PM - 07:15 PM

07:00 PM - 09:30 PM","TC112

MACD018",,N
33082,SCRN 124,1,HIST OF INTL CINEMA SINCE 1960,GP,1.00,28,28,Gohar Siddiqui,"MR

R","02:50 PM - 04:05 PM

07:00 PM - 09:30 PM","TC112

TCRH",,N
33973,SCRN 130,1,FILM GENRE:THE MOVIE MUSICAL,AP,1.00,30,25,Erica Tortolani,"TR

W","04:15 PM - 05:30 PM

07:30 PM - 09:45 PM","TC111

TCRH",,N
33974,SCRN 219,1,AD TP:EXPERIMENTAL PRODUCTION,,1.00,15,15,James Howzell,TR,01:25 PM - 04:05 PM,MACD404,$100 LAB FEE; P=SCRN 107 OR ANY ARTS COURSE (ARTS 100-299),N
34006,SCRN 231,1,FILM THEORY,,1.00,20,19,Erica Tortolani,"MW

T","04:15 PM - 05:30 PM

07:00 PM - 09:30 PM","TC112

MACD018",P=SCRN 101,N
30693,SCRN 297,1,HONORS,,1.00,10,0,Gohar Siddiqui,-,-,-,,Y
30357,SCRN 297,2,HONORS,,1.00,10,0,Hugh Manon,-,-,-,,Y
30764,SCRN 297,3,HONORS,,1.00,10,2,Soren Sorensen,-,-,-,,Y
